,Name,Team,Games,RunAtt,RunYards,RunTD,Targets,Rec,RecYards,RecTD,FFP,FFPPG,Season,Week
4957,AaronStecker,NO,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.4,2.4,2006.0,16
5144,AaronStecker,NO,1.0,2.0,21.0,0.0,2.0,2.0,20.0,0.0,6.1,6.1,2007.0,1
5355,AaronStecker,NO,1.0,3.0,6.0,0.0,3.0,2.0,14.0,0.0,4.0,4.0,2007.0,3
5545,AaronStecker,NO,1.0,4.0,12.0,0.0,4.0,3.0,-3.0,0.0,3.9,3.9,2007.0,5
5639,AaronStecker,NO,1.0,8.0,17.0,0.0,2.0,2.0,10.0,0.0,4.7,4.7,2007.0,6
5751,AaronStecker,NO,1.0,1.0,1.0,0.0,2.0,2.0,11.0,0.0,3.2,3.2,2007.0,7
5832,AaronStecker,NO,1.0,12.0,35.0,0.0,2.0,2.0,4.0,0.0,5.9,5.9,2007.0,8
5936,AaronStecker,NO,1.0,6.0,24.0,0.0,3.0,2.0,11.0,0.0,5.5,5.5,2007.0,9
6018,AaronStecker,NO,1.0,3.0,26.0,1.0,1.0,1.0,8.0,0.0,10.4,10.4,2007.0,10
6152,AaronStecker,NO,1.0,0.0,0.0,0.0,3.0,2.0,9.0,0.0,2.9,2.9,2007.0,11
6236,AaronStecker,NO,1.0,13.0,42.0,0.0,2.0,2.0,8.0,0.0,7.0,7.0,2007.0,12
6332,AaronStecker,NO,1.0,7.0,16.0,0.0,5.0,4.0,35.0,0.0,9.1,9.1,2007.0,13
6415,AaronStecker,NO,1.0,20.0,100.0,0.0,3.0,3.0,7.0,0.0,13.7,13.7,2007.0,14
6496,AaronStecker,NO,1.0,22.0,95.0,2.0,6.0,6.0,46.0,0.0,32.1,32.1,2007.0,15
6599,AaronStecker,NO,1.0,13.0,49.0,2.0,4.0,4.0,35.0,0.0,24.4,24.4,2007.0,16
7261,AaronStecker,NO,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2008.0,5
7326,AaronStecker,NO,1.0,1.0,3.0,0.0,1.0,1.0,8.0,1.0,8.1,8.1,2008.0,6
7449,AaronStecker,NO,1.0,2.0,10.0,0.0,1.0,1.0,5.0,0.0,2.5,2.5,2008.0,7
7524,AaronStecker,NO,1.0,2.0,9.0,0.0,5.0,5.0,27.0,0.0,8.6,8.6,2008.0,8
7752,AaronStecker,NO,1.0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,2.1,2.1,2008.0,10
7863,AaronStecker,NO,1.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,2.2,2.2,2008.0,11
9239,AaronStecker,ATL,1.0,0.0,0.0,0.0,2.0,2.0,12.0,0.0,3.2,3.2,2009.0,8
9329,AaronStecker,ATL,1.0,2.0,6.0,0.0,3.0,3.0,22.0,0.0,5.8,5.8,2009.0,9
10078,AaronStecker,ATL,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,2009.0,16
1241,AdimchinobeEchemandu,CLE,1.0,3.0,12.0,0.0,3.0,3.0,25.0,0.0,6.7,6.7,2004.0,13
1376,AdimchinobeEchemandu,CLE,1.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,1.3,1.3,2004.0,14
1497,AdimchinobeEchemandu,CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,15
3298,AdimchinobeEchemandu,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,16
3399,AdimchinobeEchemandu,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,17
4695,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,13
4986,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,16
5392,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,3
5482,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,4
5820,AdimchinobeEchemandu,HOU,1.0,10.0,62.0,0.0,2.0,2.0,11.0,0.0,9.3,9.3,2007.0,8
5964,AdimchinobeEchemandu,HOU,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2007.0,9
6180,AdimchinobeEchemandu,HOU,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2007.0,11
6286,AdimchinobeEchemandu,HOU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,12
6373,AdimchinobeEchemandu,HOU,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2007.0,13
6478,AdimchinobeEchemandu,HOU,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2007.0,14
6592,AdimchinobeEchemandu,HOU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,15
299,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,3
399,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,4
1038,AdrianPeterson2,CHI,1.0,4.0,15.0,0.0,1.0,1.0,30.0,0.0,5.5,5.5,2004.0,11
1577,AdrianPeterson2,CHI,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1.4,1.4,2004.0,16
1955,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.7,1.7,2005.0,3
2158,AdrianPeterson2,CHI,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2005.0,5
2257,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.7,1.7,2005.0,6
2459,AdrianPeterson2,CHI,1.0,4.0,8.0,0.0,1.0,1.0,1.0,0.0,1.9,1.9,2005.0,8
2517,AdrianPeterson2,CHI,1.0,6.0,58.0,1.0,1.0,1.0,3.0,0.0,13.1,13.1,2005.0,9
2610,AdrianPeterson2,CHI,1.0,24.0,120.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,2005.0,10
2753,AdrianPeterson2,CHI,1.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,2005.0,11
2853,AdrianPeterson2,CHI,1.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2005.0,12
2949,AdrianPeterson2,CHI,1.0,11.0,48.0,0.0,1.0,0.0,0.0,0.0,4.8,4.8,2005.0,13
3087,AdrianPeterson2,CHI,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,2005.0,14
3184,AdrianPeterson2,CHI,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2005.0,15
3261,AdrianPeterson2,CHI,1.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2005.0,16
3327,AdrianPeterson2,CHI,1.0,8.0,35.0,0.0,3.0,3.0,30.0,0.0,9.5,9.5,2005.0,17
3588,AdrianPeterson2,CHI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2006.0,2
3899,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,5
3994,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,6
4155,AdrianPeterson2,CHI,1.0,1.0,10.0,0.0,1.0,1.0,8.0,0.0,2.8,2.8,2006.0,8
4476,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.4,1.4,2006.0,11
4728,AdrianPeterson2,CHI,1.0,3.0,12.0,1.0,1.0,1.0,32.0,0.0,11.4,11.4,2006.0,14
4875,AdrianPeterson2,CHI,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,2006.0,15
4932,AdrianPeterson2,CHI,1.0,3.0,5.0,1.0,2.0,2.0,7.0,0.0,9.2,9.2,2006.0,16
5050,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,37.0,0.0,4.7,4.7,2006.0,17
5099,AdrianPeterson,MIN,1.0,19.0,103.0,0.0,1.0,1.0,60.0,1.0,23.3,23.3,2007.0,1
5152,AdrianPeterson2,CHI,1.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,2007.0,1
5210,AdrianPeterson,MIN,1.0,20.0,66.0,0.0,5.0,4.0,52.0,0.0,15.8,15.8,2007.0,2
5246,AdrianPeterson2,CHI,1.0,2.0,9.0,0.0,5.0,3.0,23.0,0.0,6.2,6.2,2007.0,2
5302,AdrianPeterson,MIN,1.0,25.0,102.0,1.0,3.0,3.0,48.0,0.0,24.0,24.0,2007.0,3
5353,AdrianPeterson2,CHI,1.0,6.0,17.0,0.0,3.0,2.0,7.0,0.0,4.4,4.4,2007.0,3
5413,AdrianPeterson,MIN,1.0,12.0,112.0,0.0,3.0,1.0,6.0,0.0,12.8,12.8,2007.0,4
5434,AdrianPeterson2,CHI,1.0,2.0,8.0,0.0,3.0,3.0,29.0,0.0,6.7,6.7,2007.0,4
5530,AdrianPeterson2,CHI,1.0,3.0,12.0,0.0,2.0,2.0,32.0,0.0,6.4,6.4,2007.0,5
5598,AdrianPeterson,MIN,1.0,20.0,224.0,3.0,2.0,1.0,9.0,0.0,42.3,42.3,2007.0,6
5623,AdrianPeterson2,CHI,1.0,2.0,11.0,0.0,7.0,5.0,28.0,0.0,8.9,8.9,2007.0,6
5716,AdrianPeterson,MIN,1.0,12.0,63.0,1.0,2.0,1.0,12.0,0.0,14.5,14.5,2007.0,7
5726,AdrianPeterson2,CHI,1.0,4.0,21.0,0.0,4.0,3.0,33.0,0.0,8.4,8.4,2007.0,7
5815,AdrianPeterson2,CHI,1.0,2.0,11.0,0.0,7.0,6.0,41.0,0.0,11.2,11.2,2007.0,8
5829,AdrianPeterson,MIN,1.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2007.0,8
5896,AdrianPeterson,MIN,1.0,30.0,296.0,3.0,2.0,1.0,19.0,0.0,50.5,50.5,2007.0,9
6023,AdrianPeterson,MIN,1.0,11.0,45.0,0.0,4.0,3.0,14.0,0.0,8.9,8.9,2007.0,10
6033,AdrianPeterson2,CHI,1.0,2.0,6.0,0.0,4.0,3.0,14.0,0.0,5.0,5.0,2007.0,10
6124,AdrianPeterson2,CHI,1.0,5.0,11.0,1.0,1.0,1.0,5.0,0.0,8.6,8.6,2007.0,11
6207,AdrianPeterson2,CHI,1.0,17.0,45.0,1.0,6.0,5.0,41.0,0.0,19.6,19.6,2007.0,12
6302,AdrianPeterson,MIN,1.0,15.0,116.0,2.0,2.0,1.0,10.0,0.0,25.6,25.6,2007.0,13
6306,AdrianPeterson2,CHI,1.0,22.0,67.0,0.0,8.0,7.0,82.0,0.0,21.9,21.9,2007.0,13
6442,AdrianPeterson2,CHI,1.0,17.0,35.0,0.0,2.0,1.0,9.0,0.0,5.4,5.4,2007.0,14
6480,AdrianPeterson,MIN,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2007.0,14
6502,AdrianPeterson,MIN,1.0,20.0,78.0,2.0,1.0,1.0,17.0,0.0,22.5,22.5,2007.0,15
6510,AdrianPeterson2,CHI,1.0,9.0,26.0,0.0,9.0,8.0,51.0,0.0,15.7,15.7,2007.0,15
6610,AdrianPeterson2,CHI,1.0,30.0,102.0,1.0,2.0,1.0,16.0,0.0,18.8,18.8,2007.0,16
6638,AdrianPeterson,MIN,1.0,9.0,27.0,0.0,3.0,2.0,21.0,0.0,6.8,6.8,2007.0,16
6724,AdrianPeterson2,CHI,1.0,21.0,91.0,0.0,2.0,1.0,9.0,0.0,11.0,11.0,2007.0,17
6751,AdrianPeterson,MIN,1.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,2007.0,17
6807,AdrianPeterson,MIN,1.0,19.0,103.0,1.0,2.0,1.0,11.0,0.0,18.4,18.4,2008.0,1
6901,AdrianPeterson,MIN,1.0,29.0,160.0,0.0,4.0,4.0,20.0,0.0,22.0,22.0,2008.0,2
7038,AdrianPeterson,MIN,1.0,17.0,77.0,0.0,1.0,0.0,0.0,0.0,7.7,7.7,2008.0,3
7098,AdrianPeterson,MIN,1.0,18.0,80.0,2.0,6.0,4.0,21.0,0.0,26.1,26.1,2008.0,4
7185,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,4
7238,AdrianPeterson,MIN,1.0,21.0,32.0,0.0,4.0,1.0,9.0,0.0,5.1,5.1,2008.0,5
7289,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,5
7317,AdrianPeterson,MIN,1.0,25.0,111.0,0.0,2.0,1.0,-5.0,0.0,11.6,11.6,2008.0,6
7399,AdrianPeterson,MIN,1.0,22.0,121.0,2.0,3.0,1.0,9.0,0.0,26.0,26.0,2008.0,7
7493,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,7
7599,AdrianPeterson,MIN,1.0,25.0,139.0,1.0,0.0,0.0,0.0,0.0,19.9,19.9,2008.0,9
7696,AdrianPeterson,MIN,1.0,30.0,192.0,1.0,4.0,3.0,33.0,0.0,31.5,31.5,2008.0,10
7793,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,10
7835,AdrianPeterson,MIN,1.0,19.0,85.0,0.0,3.0,1.0,-3.0,0.0,9.2,9.2,2008.0,11
7855,AdrianPeterson2,CHI,1.0,1.0,7.0,0.0,2.0,2.0,10.0,0.0,3.7,3.7,2008.0,11
7917,AdrianPeterson,MIN,1.0,17.0,80.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,2008.0,12
7955,AdrianPeterson2,CHI,1.0,5.0,35.0,0.0,1.0,1.0,-1.0,0.0,4.4,4.4,2008.0,12
8002,AdrianPeterson,MIN,1.0,28.0,131.0,1.0,3.0,2.0,-1.0,0.0,21.0,21.0,2008.0,13
8075,AdrianPeterson2,CHI,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2008.0,13
8115,AdrianPeterson,MIN,1.0,23.0,102.0,0.0,2.0,1.0,15.0,0.0,12.7,12.7,2008.0,14
8163,AdrianPeterson2,CHI,1.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2008.0,14
8212,AdrianPeterson,MIN,1.0,28.0,165.0,0.0,1.0,0.0,0.0,0.0,16.5,16.5,2008.0,15
8251,AdrianPeterson2,CHI,1.0,5.0,15.0,0.0,3.0,1.0,8.0,0.0,3.3,3.3,2008.0,15
8330,AdrianPeterson,MIN,1.0,22.0,76.0,0.0,3.0,2.0,16.0,0.0,11.2,11.2,2008.0,16
8378,AdrianPeterson2,CHI,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2008.0,16
8411,AdrianPeterson,MIN,1.0,21.0,103.0,1.0,0.0,0.0,0.0,0.0,16.3,16.3,2008.0,17
8442,AdrianPeterson2,CHI,1.0,3.0,17.0,0.0,2.0,2.0,28.0,0.0,6.5,6.5,2008.0,17
8495,AdrianPeterson,MIN,1.0,25.0,180.0,3.0,1.0,1.0,18.0,0.0,38.8,38.8,2009.0,1
8602,AdrianPeterson,MIN,1.0,15.0,92.0,1.0,4.0,4.0,24.0,0.0,21.6,21.6,2009.0,2
8651,AdrianPeterson2,CHI,1.0,3.0,16.0,0.0,2.0,2.0,11.0,0.0,4.7,4.7,2009.0,2
8720,AdrianPeterson,MIN,1.0,19.0,85.0,0.0,2.0,2.0,14.0,0.0,11.9,11.9,2009.0,3
8772,AdrianPeterson2,CHI,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2009.0,3
8814,AdrianPeterson,MIN,1.0,25.0,55.0,1.0,1.0,1.0,0.0,0.0,12.5,12.5,2009.0,4
8901,AdrianPeterson,MIN,1.0,15.0,69.0,2.0,2.0,2.0,6.0,0.0,21.5,21.5,2009.0,5
9002,AdrianPeterson,MIN,1.0,22.0,143.0,0.0,6.0,4.0,23.0,0.0,20.6,20.6,2009.0,6
9100,AdrianPeterson,MIN,1.0,18.0,69.0,1.0,4.0,4.0,60.0,0.0,22.9,22.9,2009.0,7
9200,AdrianPeterson,MIN,1.0,25.0,97.0,1.0,2.0,1.0,44.0,0.0,21.1,21.1,2009.0,8
9283,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,8
9341,AdrianPeterson2,CHI,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2009.0,9
9393,AdrianPeterson,MIN,1.0,18.0,133.0,2.0,3.0,2.0,10.0,0.0,28.3,28.3,2009.0,10
9514,AdrianPeterson,MIN,1.0,24.0,82.0,0.0,5.0,4.0,16.0,0.0,13.8,13.8,2009.0,11
9600,AdrianPeterson,MIN,1.0,25.0,85.0,1.0,4.0,2.0,18.0,0.0,18.3,18.3,2009.0,12
9711,AdrianPeterson,MIN,1.0,13.0,19.0,0.0,7.0,6.0,46.0,0.0,12.5,12.5,2009.0,13
9794,AdrianPeterson,MIN,1.0,26.0,97.0,2.0,5.0,3.0,40.0,0.0,28.7,28.7,2009.0,14
9900,AdrianPeterson,MIN,1.0,12.0,35.0,1.0,4.0,3.0,73.0,0.0,19.8,19.8,2009.0,15
9993,AdrianPeterson,MIN,1.0,24.0,94.0,2.0,6.0,3.0,43.0,0.0,28.7,28.7,2009.0,16
10110,AdrianPeterson,MIN,1.0,9.0,54.0,1.0,1.0,1.0,1.0,0.0,12.5,12.5,2009.0,17
10208,AdrianPeterson,MIN,1.0,19.0,87.0,0.0,3.0,3.0,14.0,0.0,13.1,13.1,2010.0,1
10295,AdrianPeterson,MIN,1.0,28.0,145.0,1.0,8.0,5.0,41.0,0.0,29.6,29.6,2010.0,2
10391,AdrianPeterson,MIN,1.0,23.0,160.0,2.0,7.0,5.0,30.0,0.0,36.0,36.0,2010.0,3
10612,AdrianPeterson,MIN,1.0,18.0,88.0,0.0,3.0,1.0,20.0,0.0,11.8,11.8,2010.0,5
10712,AdrianPeterson,MIN,1.0,24.0,73.0,1.0,1.0,1.0,-2.0,0.0,14.1,14.1,2010.0,6
10793,AdrianPeterson,MIN,1.0,28.0,131.0,1.0,2.0,2.0,41.0,0.0,25.2,25.2,2010.0,7
10895,AdrianPeterson,MIN,1.0,25.0,92.0,1.0,6.0,5.0,50.0,0.0,25.2,25.2,2010.0,8
10990,AdrianPeterson,MIN,1.0,15.0,81.0,1.0,4.0,4.0,63.0,1.0,30.4,30.4,2010.0,9
11111,AdrianPeterson,MIN,1.0,17.0,51.0,0.0,7.0,4.0,24.0,0.0,11.5,11.5,2010.0,10
11214,AdrianPeterson,MIN,1.0,14.0,72.0,0.0,4.0,1.0,16.0,0.0,9.8,9.8,2010.0,11
11304,AdrianPeterson,MIN,1.0,6.0,36.0,1.0,1.0,1.0,34.0,0.0,14.0,14.0,2010.0,12
11385,AdrianPeterson,MIN,1.0,16.0,107.0,3.0,1.0,1.0,1.0,0.0,29.8,29.8,2010.0,13
11548,AdrianPeterson,MIN,1.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2010.0,14
11691,AdrianPeterson,MIN,1.0,22.0,118.0,1.0,1.0,1.0,11.0,0.0,19.9,19.9,2010.0,16
11829,AdrianPeterson,MIN,1.0,14.0,31.0,0.0,2.0,2.0,-2.0,0.0,4.9,4.9,2010.0,17
11907,AdrianPeterson,MIN,1.0,16.0,98.0,0.0,3.0,2.0,6.0,0.0,12.4,12.4,2011.0,1
11986,AdrianPeterson,MIN,1.0,25.0,120.0,2.0,2.0,2.0,21.0,0.0,28.1,28.1,2011.0,2
12094,AdrianPeterson,MIN,1.0,17.0,78.0,1.0,5.0,4.0,19.0,0.0,19.7,19.7,2011.0,3
12217,AdrianPeterson,MIN,1.0,23.0,80.0,0.0,1.0,1.0,3.0,0.0,9.3,9.3,2011.0,4
12285,AdrianPeterson,MIN,1.0,29.0,122.0,3.0,0.0,0.0,0.0,0.0,30.2,30.2,2011.0,5
12399,AdrianPeterson,MIN,1.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,10.9,10.9,2011.0,6
12480,AdrianPeterson,MIN,1.0,24.0,175.0,1.0,1.0,1.0,0.0,0.0,24.5,24.5,2011.0,7
12579,AdrianPeterson,MIN,1.0,21.0,86.0,1.0,5.0,5.0,76.0,1.0,33.2,33.2,2011.0,8
12786,AdrianPeterson,MIN,1.0,14.0,51.0,1.0,1.0,0.0,0.0,0.0,11.1,11.1,2011.0,10
12890,AdrianPeterson,MIN,1.0,6.0,26.0,1.0,0.0,0.0,0.0,0.0,8.6,8.6,2011.0,11
13313,AdrianPeterson,MIN,1.0,10.0,60.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,2011.0,15
